calendar_year,location_id,location,age_group_public,experiencing_homelessness_cnt
2018,CA-614,San Luis Obispo County CoC,35-44,248
2018,CA-614,San Luis Obispo County CoC,45-54,240
2018,CA-614,San Luis Obispo County CoC,55-64,216
2018,CA-614,San Luis Obispo County CoC,65+,101
2018,CA-614,San Luis Obispo County CoC,Under 18,565
2018,CA-512,San Mateo County CoC,18-24,235
2018,CA-512,San Mateo County CoC,25-34,556
2018,CA-512,San Mateo County CoC,35-44,502
2018,CA-512,San Mateo County CoC,45-54,502
2018,CA-512,San Mateo County CoC,55-64,456
2018,CA-512,San Mateo County CoC,65+,172
2018,CA-512,San Mateo County CoC,Under 18,1233
2018,CA-603,Santa Barbara County CoC,18-24,177
2018,CA-603,Santa Barbara County CoC,25-34,447
2018,CA-603,Santa Barbara County CoC,35-44,432
2018,CA-603,Santa Barbara County CoC,45-54,421
2018,CA-603,Santa Barbara County CoC,55-64,478
2018,CA-603,Santa Barbara County CoC,65+,200
2018,CA-603,Santa Barbara County CoC,Under 18,640
2018,CA-500,Santa Clara County CoC,18-24,808
2018,CA-500,Santa Clara County CoC,25-34,1485
2018,CA-500,Santa Clara County CoC,35-44,1442
2018,CA-500,Santa Clara County CoC,45-54,1567
2018,CA-500,Santa Clara County CoC,55-64,1536
2018,CA-500,Santa Clara County CoC,65+,521
2018,CA-500,Santa Clara County CoC,Under 18,2385
2018,CA-500,Santa Clara County CoC,Unknown,13
2018,CA-508,Santa Cruz County CoC,18-24,100
2018,CA-508,Santa Cruz County CoC,25-34,273
2018,CA-508,Santa Cruz County CoC,35-44,279
2018,CA-508,Santa Cruz County CoC,45-54,303
2018,CA-508,Santa Cruz County CoC,55-64,302
2018,CA-508,Santa Cruz County CoC,65+,124
2018,CA-508,Santa Cruz County CoC,Under 18,464
2018,CA-508,Santa Cruz County CoC,Unknown,45
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,35
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,115
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,96
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,68
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,90
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,25
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,114
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,83
2018,CA-518,Solano County CoC,18-24,60
2018,CA-518,Solano County CoC,25-34,164
2018,CA-518,Solano County CoC,35-44,135
2018,CA-518,Solano County CoC,45-54,133
2018,CA-518,Solano County CoC,55-64,174
2018,CA-518,Solano County CoC,65+,53
2018,CA-518,Solano County CoC,Under 18,232
2018,CA-504,Sonoma County CoC,18-24,261
2018,CA-504,Sonoma County CoC,25-34,408
2018,CA-504,Sonoma County CoC,35-44,441
2018,CA-504,Sonoma County CoC,45-54,448
2018,CA-504,Sonoma County CoC,55-64,448
2018,CA-504,Sonoma County CoC,65+,173
2018,CA-504,Sonoma County CoC,Under 18,667
2018,CA-510,Stanislaus County CoC,18-24,501
2018,CA-510,Stanislaus County CoC,25-34,1013
2018,CA-510,Stanislaus County CoC,35-44,878
2018,CA-510,Stanislaus County CoC,45-54,697
2018,CA-510,Stanislaus County CoC,55-64,558
2018,CA-510,Stanislaus County CoC,65+,159
2018,CA-510,Stanislaus County CoC,Under 18,2133
2018,CA-527,Tehama County CoC,18-24,37
2018,CA-527,Tehama County CoC,25-34,69
2018,CA-527,Tehama County CoC,35-44,78
2018,CA-527,Tehama County CoC,45-54,62
2018,CA-527,Tehama County CoC,55-64,68
2018,CA-527,Tehama County CoC,65+,17
2018,CA-527,Tehama County CoC,Under 18,79
2018,CA-611,Ventura County CoC,18-24,146
2018,CA-611,Ventura County CoC,25-34,237
2018,CA-611,Ventura County CoC,35-44,293
2018,CA-611,Ventura County CoC,45-54,299
2018,CA-611,Ventura County CoC,55-64,293
2018,CA-611,Ventura County CoC,65+,103
2018,CA-611,Ventura County CoC,Under 18,616
2018,CA-521,Yolo County CoC,18-24,89
2018,CA-521,Yolo County CoC,25-34,161
2018,CA-521,Yolo County CoC,35-44,165
2018,CA-521,Yolo County CoC,45-54,120
2018,CA-521,Yolo County CoC,55-64,103
2018,CA-521,Yolo County CoC,65+,23
2018,CA-521,Yolo County CoC,Under 18,315
2019,CA-502,Alameda County CoC,18-24,813
2019,CA-502,Alameda County CoC,25-34,1163
2019,CA-502,Alameda County CoC,35-44,1051
2019,CA-502,Alameda County CoC,45-54,1105
2019,CA-502,Alameda County CoC,55-64,1203
2019,CA-502,Alameda County CoC,65+,482
2019,CA-502,Alameda County CoC,Under 18,1655
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,13
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,29
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,20
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,21
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,23
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,42
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,51
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,91
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,107
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,89
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,77
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,34
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,220
2019,CA-519,Butte County CoC,18-24,125
2019,CA-519,Butte County CoC,25-34,292
2019,CA-519,Butte County CoC,35-44,285
2019,CA-519,Butte County CoC,45-54,285
2019,CA-519,Butte County CoC,55-64,295
2019,CA-519,Butte County CoC,65+,145
2019,CA-519,Butte County CoC,Under 18,317
2019,Statewide,California,18-24,19517
2019,Statewide,California,25-34,37862
2019,Statewide,California,35-44,35010
2019,Statewide,California,45-54,33508
2019,Statewide,California,55-64,31797
2019,Statewide,California,65+,11542
2019,Statewide,California,Invalid,93
2019,Statewide,California,Under 18,60163
2019,Statewide,California,Unknown,6857
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,40
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,63
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,35
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,17
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,15
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,195
2019,CA-505,Contra Costa County CoC,18-24,482
2019,CA-505,Contra Costa County CoC,25-34,1300
2019,CA-505,Contra Costa County CoC,35-44,1200
2019,CA-505,Contra Costa County CoC,45-54,1122
2019,CA-505,Contra Costa County CoC,55-64,1128
2019,CA-505,Contra Costa County CoC,65+,418
2019,CA-505,Contra Costa County CoC,Under 18,1251
2019,CA-525,El Dorado County CoC,18-24,15
2019,CA-525,El Dorado County CoC,25-34,35
2019,CA-525,El Dorado County CoC,35-44,35
2019,CA-525,El Dorado County CoC,45-54,42
2019,CA-525,El Dorado County CoC,55-64,42
2019,CA-525,El Dorado County CoC,65+,20
2019,CA-525,El Dorado County CoC,Under 18,169
2019,CA-514,"Fresno, Madera Counties CoC",18-24,331
2019,CA-514,"Fresno, Madera Counties CoC",25-34,381
2019,CA-514,"Fresno, Madera Counties CoC",35-44,441
2019,CA-514,"Fresno, Madera Counties CoC",45-54,452
2019,CA-514,"Fresno, Madera Counties CoC",55-64,467
2019,CA-514,"Fresno, Madera Counties CoC",65+,148
2019,CA-514,"Fresno, Madera Counties CoC",Under 18,1031
2019,CA-514,"Fresno, Madera Counties CoC",Unknown,34
2019,CA-612,Glendale CoC (Los Angeles County),18-24,35
2019,CA-612,Glendale CoC (Los Angeles County),25-34,69
2019,CA-612,Glendale CoC (Los Angeles County),35-44,57
2019,CA-612,Glendale CoC (Los Angeles County),45-54,48
2019,CA-612,Glendale CoC (Los Angeles County),55-64,56
2019,CA-612,Glendale CoC (Los Angeles County),65+,21
2019,CA-612,Glendale CoC (Los Angeles County),Under 18,179
2019,CA-522,Humboldt County CoC,18-24,210
2019,CA-522,Humboldt County CoC,25-34,232
2019,CA-522,Humboldt County CoC,35-44,260
2019,CA-522,Humboldt County CoC,45-54,256
2019,CA-522,Humboldt County CoC,55-64,226
2019,CA-522,Humboldt County CoC,65+,85
2019,CA-522,Humboldt County CoC,Under 18,347
2019,CA-522,Humboldt County CoC,Unknown,32
2019,CA-613,Imperial County CoC,18-24,71
2019,CA-613,Imperial County CoC,25-34,113
2019,CA-613,Imperial County CoC,35-44,101
2019,CA-613,Imperial County CoC,45-54,90
2019,CA-613,Imperial County CoC,55-64,81
2019,CA-613,Imperial County CoC,65+,42
2019,CA-613,Imperial County CoC,Under 18,312
2019,CA-604,Kern County CoC,18-24,426
2019,CA-604,Kern County CoC,25-34,702
2019,CA-604,Kern County CoC,35-44,631
2019,CA-604,Kern County CoC,45-54,521
2019,CA-604,Kern County CoC,55-64,480
2019,CA-604,Kern County CoC,65+,150
2019,CA-604,Kern County CoC,Under 18,2244
2019,CA-513,"Kings, Tulare Counties CoC",18-24,326
2019,CA-513,"Kings, Tulare Counties CoC",25-34,650
2019,CA-513,"Kings, Tulare Counties CoC",35-44,637
2019,CA-513,"Kings, Tulare Counties CoC",45-54,445
2019,CA-513,"Kings, Tulare Counties CoC",55-64,291
2019,CA-513,"Kings, Tulare Counties CoC",65+,91
2019,CA-513,"Kings, Tulare Counties CoC",Under 18,1068
2019,CA-529,Lake County CoC,18-24,14
2019,CA-529,Lake County CoC,25-34,42
2019,CA-529,Lake County CoC,35-44,37
2019,CA-529,Lake County CoC,45-54,12
2019,CA-529,Lake County CoC,55-64,17
2019,CA-529,Lake County CoC,Under 18,120
2019,CA-606,Long Beach CoC (Los Angeles County),18-24,243
2019,CA-606,Long Beach CoC (Los Angeles County),25-34,603
2019,CA-606,Long Beach CoC (Los Angeles County),35-44,551
2019,CA-606,Long Beach CoC (Los Angeles County),45-54,662
2019,CA-606,Long Beach CoC (Los Angeles County),55-64,751
2019,CA-606,Long Beach CoC (Los Angeles County),65+,312
2019,CA-606,Long Beach CoC (Los Angeles County),Under 18,714
2019,CA-600,Los Angeles County CoC,18-24,7321
2019,CA-600,Los Angeles County CoC,25-34,14207
2019,CA-600,Los Angeles County CoC,35-44,12646
2019,CA-600,Los Angeles County CoC,45-54,12359
2019,CA-600,Los Angeles County CoC,55-64,11382
2019,CA-600,Los Angeles County CoC,65+,3967
2019,CA-600,Los Angeles County CoC,Invalid,33
2019,CA-600,Los Angeles County CoC,Under 18,16380
2019,CA-600,Los Angeles County CoC,Unknown,5215
2019,CA-507,Marin County CoC,18-24,76
2019,CA-507,Marin County CoC,25-34,192
2019,CA-507,Marin County CoC,35-44,190
2019,CA-507,Marin County CoC,45-54,191
2019,CA-507,Marin County CoC,55-64,189
2019,CA-507,Marin County CoC,65+,109
2019,CA-507,Marin County CoC,Under 18,325
2019,CA-509,Mendocino County CoC,18-24,62
2019,CA-509,Mendocino County CoC,25-34,144
2019,CA-509,Mendocino County CoC,35-44,137
2019,CA-509,Mendocino County CoC,45-54,124
2019,CA-509,Mendocino County CoC,55-64,126
2019,CA-509,Mendocino County CoC,65+,40
2019,CA-509,Mendocino County CoC,Under 18,165
2019,CA-509,Mendocino County CoC,Unknown,12
2019,CA-520,Merced County CoC,18-24,278
2019,CA-520,Merced County CoC,25-34,509
2019,CA-520,Merced County CoC,35-44,455
2019,CA-520,Merced County CoC,45-54,306
2019,CA-520,Merced County CoC,55-64,265
2019,CA-520,Merced County CoC,65+,73
2019,CA-520,Merced County CoC,Under 18,1196
2019,CA-506,"Monterey, San Benito Counties CoC",18-24,163
2019,CA-506,"Monterey, San Benito Counties CoC",25-34,365
2019,CA-506,"Monterey, San Benito Counties CoC",35-44,320
2019,CA-506,"Monterey, San Benito Counties CoC",45-54,288
2019,CA-506,"Monterey, San Benito Counties CoC",55-64,324
2019,CA-506,"Monterey, San Benito Counties CoC",65+,133
2019,CA-506,"Monterey, San Benito Counties CoC",Under 18,911
2019,CA-517,Napa County CoC,18-24,56
2019,CA-517,Napa County CoC,25-34,176
2019,CA-517,Napa County CoC,35-44,159
2019,CA-517,Napa County CoC,45-54,170
2019,CA-517,Napa County CoC,55-64,175
2019,CA-517,Napa County CoC,65+,56
2019,CA-517,Napa County CoC,Under 18,140
2019,CA-531,Nevada County CoC,18-24,49
2019,CA-531,Nevada County CoC,25-34,114
2019,CA-531,Nevada County CoC,35-44,112
2019,CA-531,Nevada County CoC,45-54,117
2019,CA-531,Nevada County CoC,55-64,133
2019,CA-531,Nevada County CoC,65+,51
2019,CA-531,Nevada County CoC,Under 18,30
2019,CA-602,Orange County CoC,18-24,657
2019,CA-602,Orange County CoC,25-34,1892
2019,CA-602,Orange County CoC,35-44,1876
2019,CA-602,Orange County CoC,45-54,1981
2019,CA-602,Orange County CoC,55-64,1791
2019,CA-602,Orange County CoC,65+,630
2019,CA-602,Orange County CoC,Under 18,2815
2019,CA-602,Orange County CoC,Unknown,745
2019,CA-607,Pasadena CoC (Los Angeles County),18-24,143
2019,CA-607,Pasadena CoC (Los Angeles County),25-34,199
2019,CA-607,Pasadena CoC (Los Angeles County),35-44,208
2019,CA-607,Pasadena CoC (Los Angeles County),45-54,255
2019,CA-607,Pasadena CoC (Los Angeles County),55-64,315
2019,CA-607,Pasadena CoC (Los Angeles County),65+,160
2019,CA-607,Pasadena CoC (Los Angeles County),Under 18,252
2019,CA-607,Pasadena CoC (Los Angeles County),Unknown,37
2019,CA-515,Placer County CoC,18-24,103
2019,CA-515,Placer County CoC,25-34,303
2019,CA-515,Placer County CoC,35-44,281
2019,CA-515,Placer County CoC,45-54,292
2019,CA-515,Placer County CoC,55-64,236
2019,CA-515,Placer County CoC,65+,90
2019,CA-515,Placer County CoC,Under 18,463
2019,CA-608,Riverside County CoC,18-24,687
2019,CA-608,Riverside County CoC,25-34,1451
2019,CA-608,Riverside County CoC,35-44,1257
2019,CA-608,Riverside County CoC,45-54,1132
2019,CA-608,Riverside County CoC,55-64,1020
2019,CA-608,Riverside County CoC,65+,387
2019,CA-608,Riverside County CoC,Under 18,2016
2019,CA-608,Riverside County CoC,Unknown,44
2019,CA-503,Sacramento County CoC,18-24,1152
2019,CA-503,Sacramento County CoC,25-34,1516
2019,CA-503,Sacramento County CoC,35-44,1506
2019,CA-503,Sacramento County CoC,45-54,1577
2019,CA-503,Sacramento County CoC,55-64,1369
2019,CA-503,Sacramento County CoC,65+,420
2019,CA-503,Sacramento County CoC,Under 18,3933
2019,CA-609,San Bernardino County CoC,18-24,677
2019,CA-609,San Bernardino County CoC,25-34,1171
2019,CA-609,San Bernardino County CoC,35-44,1032
2019,CA-609,San Bernardino County CoC,45-54,764
2019,CA-609,San Bernardino County CoC,55-64,666
2019,CA-609,San Bernardino County CoC,65+,205
2019,CA-609,San Bernardino County CoC,Under 18,3201
2019,CA-609,San Bernardino County CoC,Unknown,71
2019,CA-601,San Diego County CoC,18-24,969
2019,CA-601,San Diego County CoC,25-34,2471
2019,CA-601,San Diego County CoC,35-44,2424
2019,CA-601,San Diego County CoC,45-54,2707
2019,CA-601,San Diego County CoC,55-64,3051
2019,CA-601,San Diego County CoC,65+,1002
2019,CA-601,San Diego County CoC,Under 18,3183
2019,CA-601,San Diego County CoC,Unknown,357
2019,CA-501,San Francisco CoC,18-24,964
2019,CA-501,San Francisco CoC,25-34,1224
2019,CA-501,San Francisco CoC,35-44,1128
2019,CA-501,San Francisco CoC,45-54,994
2019,CA-501,San Francisco CoC,55-64,847
2019,CA-501,San Francisco CoC,65+,339
2019,CA-501,San Francisco CoC,Under 18,2525
2019,CA-501,San Francisco CoC,Unknown,28
2019,CA-511,San Joaquin County CoC,18-24,785
2019,CA-511,San Joaquin County CoC,25-34,1586
2019,CA-511,San Joaquin County CoC,35-44,1267
2019,CA-511,San Joaquin County CoC,45-54,928
2019,CA-511,San Joaquin County CoC,55-64,679
2019,CA-511,San Joaquin County CoC,65+,255
2019,CA-511,San Joaquin County CoC,Under 18,4034
2019,CA-614,San Luis Obispo County CoC,18-24,154
2019,CA-614,San Luis Obispo County CoC,25-34,341
2019,CA-614,San Luis Obispo County CoC,35-44,284
2019,CA-614,San Luis Obispo County CoC,45-54,276
2019,CA-614,San Luis Obispo County CoC,55-64,245
2019,CA-614,San Luis Obispo County CoC,65+,128
2019,CA-614,San Luis Obispo County CoC,Under 18,618
2019,CA-512,San Mateo County CoC,18-24,237
2019,CA-512,San Mateo County CoC,25-34,600
2019,CA-512,San Mateo County CoC,35-44,499
2019,CA-512,San Mateo County CoC,45-54,513
2019,CA-512,San Mateo County CoC,55-64,495
2019,CA-512,San Mateo County CoC,65+,200
2019,CA-512,San Mateo County CoC,Under 18,1141
2019,CA-603,Santa Barbara County CoC,18-24,165
2019,CA-603,Santa Barbara County CoC,25-34,453
2019,CA-603,Santa Barbara County CoC,35-44,485
2019,CA-603,Santa Barbara County CoC,45-54,493
2019,CA-603,Santa Barbara County CoC,55-64,587
2019,CA-603,Santa Barbara County CoC,65+,239
2019,CA-603,Santa Barbara County CoC,Under 18,537
2019,CA-500,Santa Clara County CoC,18-24,786
2019,CA-500,Santa Clara County CoC,25-34,1682
2019,CA-500,Santa Clara County CoC,35-44,1680
2019,CA-500,Santa Clara County CoC,45-54,1625
2019,CA-500,Santa Clara County CoC,55-64,1660
2019,CA-500,Santa Clara County CoC,65+,616
2019,CA-500,Santa Clara County CoC,Under 18,2566
2019,CA-508,Santa Cruz County CoC,18-24,122
2019,CA-508,Santa Cruz County CoC,25-34,357
2019,CA-508,Santa Cruz County CoC,35-44,369
2019,CA-508,Santa Cruz County CoC,45-54,355
2019,CA-508,Santa Cruz County CoC,55-64,331
2019,CA-508,Santa Cruz County CoC,65+,171
2019,CA-508,Santa Cruz County CoC,Under 18,509
2019,CA-508,Santa Cruz County CoC,Unknown,45
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,50
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,149
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,123
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,104
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,126
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,51
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,170
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,159
2019,CA-518,Solano County CoC,18-24,67
2019,CA-518,Solano County CoC,25-34,192
2019,CA-518,Solano County CoC,35-44,189
2019,CA-518,Solano County CoC,45-54,179
2019,CA-518,Solano County CoC,55-64,207
2019,CA-518,Solano County CoC,65+,79
2019,CA-518,Solano County CoC,Under 18,272
2019,CA-504,Sonoma County CoC,18-24,262
2019,CA-504,Sonoma County CoC,25-34,458
2019,CA-504,Sonoma County CoC,35-44,518
2019,CA-504,Sonoma County CoC,45-54,533
2019,CA-504,Sonoma County CoC,55-64,544
2019,CA-504,Sonoma County CoC,65+,239
2019,CA-504,Sonoma County CoC,Under 18,698
2019,CA-510,Stanislaus County CoC,18-24,539
2019,CA-510,Stanislaus County CoC,25-34,991
2019,CA-510,Stanislaus County CoC,35-44,986
2019,CA-510,Stanislaus County CoC,45-54,763
2019,CA-510,Stanislaus County CoC,55-64,650
2019,CA-510,Stanislaus County CoC,65+,205
2019,CA-510,Stanislaus County CoC,Under 18,1961
2019,CA-527,Tehama County CoC,18-24,22
2019,CA-527,Tehama County CoC,25-34,60
2019,CA-527,Tehama County CoC,35-44,69
2019,CA-527,Tehama County CoC,45-54,71
2019,CA-527,Tehama County CoC,55-64,69
2019,CA-527,Tehama County CoC,65+,22
2019,CA-527,Tehama County CoC,Under 18,57
2019,CA-611,Ventura County CoC,18-24,157
2019,CA-611,Ventura County CoC,25-34,273
2019,CA-611,Ventura County CoC,35-44,340
2019,CA-611,Ventura County CoC,45-54,358
2019,CA-611,Ventura County CoC,55-64,361
2019,CA-611,Ventura County CoC,65+,149
2019,CA-611,Ventura County CoC,Under 18,690
2019,CA-521,Yolo County CoC,18-24,97
2019,CA-521,Yolo County CoC,25-34,192
2019,CA-521,Yolo County CoC,35-44,200
2019,CA-521,Yolo County CoC,45-54,116
2019,CA-521,Yolo County CoC,55-64,124
2019,CA-521,Yolo County CoC,65+,48
2019,CA-521,Yolo County CoC,Under 18,434
2020,CA-502,Alameda County CoC,18-24,834
2020,CA-502,Alameda County CoC,25-34,1327
2020,CA-502,Alameda County CoC,35-44,1386
2020,CA-502,Alameda County CoC,45-54,1432
2020,CA-502,Alameda County CoC,55-64,1649
2020,CA-502,Alameda County CoC,65+,755
2020,CA-502,Alameda County CoC,Under 18,1624
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,12
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,36
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,31
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,24
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,33
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,19
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,48
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,45
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,104
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,123
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,98
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,98
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,43
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,218
2020,CA-519,Butte County CoC,18-24,120
2020,CA-519,Butte County CoC,25-34,312
2020,CA-519,Butte County CoC,35-44,329
2020,CA-519,Butte County CoC,45-54,313
2020,CA-519,Butte County CoC,55-64,299
2020,CA-519,Butte County CoC,65+,161
2020,CA-519,Butte County CoC,Under 18,317
2020,Statewide,California,18-24,19719
2020,Statewide,California,25-34,39870
2020,Statewide,California,35-44,39463
2020,Statewide,California,45-54,36657
2020,Statewide,California,55-64,36904
2020,Statewide,California,65+,15515
2020,Statewide,California,Invalid,78
2020,Statewide,California,Under 18,55601
2020,Statewide,California,Unknown,5741
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,65
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,108
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,56
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,32
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,30
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,13
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,230
2020,CA-505,Contra Costa County CoC,18-24,453
2020,CA-505,Contra Costa County CoC,25-34,1004
2020,CA-505,Contra Costa County CoC,35-44,1054
2020,CA-505,Contra Costa County CoC,45-54,980
2020,CA-505,Contra Costa County CoC,55-64,1171
2020,CA-505,Contra Costa County CoC,65+,481
2020,CA-505,Contra Costa County CoC,Under 18,1149
2020,CA-525,El Dorado County CoC,18-24,31
2020,CA-525,El Dorado County CoC,25-34,47
2020,CA-525,El Dorado County CoC,35-44,65
2020,CA-525,El Dorado County CoC,45-54,66
2020,CA-525,El Dorado County CoC,55-64,82
2020,CA-525,El Dorado County CoC,65+,46
2020,CA-525,El Dorado County CoC,Under 18,96
2020,CA-514,"Fresno, Madera Counties CoC",18-24,371
2020,CA-514,"Fresno, Madera Counties CoC",25-34,715
2020,CA-514,"Fresno, Madera Counties CoC",35-44,861
2020,CA-514,"Fresno, Madera Counties CoC",45-54,800
2020,CA-514,"Fresno, Madera Counties CoC",55-64,718
2020,CA-514,"Fresno, Madera Counties CoC",65+,282
2020,CA-514,"Fresno, Madera Counties CoC",Under 18,1286
2020,CA-514,"Fresno, Madera Counties CoC",Unknown,30
2020,CA-612,Glendale CoC (Los Angeles County),18-24,41
2020,CA-612,Glendale CoC (Los Angeles County),25-34,81
2020,CA-612,Glendale CoC (Los Angeles County),35-44,68
2020,CA-612,Glendale CoC (Los Angeles County),45-54,78
2020,CA-612,Glendale CoC (Los Angeles County),55-64,86
2020,CA-612,Glendale CoC (Los Angeles County),65+,40
2020,CA-612,Glendale CoC (Los Angeles County),Under 18,164
2020,CA-522,Humboldt County CoC,18-24,80
2020,CA-522,Humboldt County CoC,25-34,241
2020,CA-522,Humboldt County CoC,35-44,504
2020,CA-522,Humboldt County CoC,45-54,316
2020,CA-522,Humboldt County CoC,55-64,260
2020,CA-522,Humboldt County CoC,65+,143
2020,CA-522,Humboldt County CoC,Under 18,271
2020,CA-522,Humboldt County CoC,Unknown,28
2020,CA-613,Imperial County CoC,18-24,80
2020,CA-613,Imperial County CoC,25-34,144
2020,CA-613,Imperial County CoC,35-44,117
2020,CA-613,Imperial County CoC,45-54,108
2020,CA-613,Imperial County CoC,55-64,98
2020,CA-613,Imperial County CoC,65+,49
2020,CA-613,Imperial County CoC,Under 18,379
2020,CA-604,Kern County CoC,18-24,418
2020,CA-604,Kern County CoC,25-34,822
2020,CA-604,Kern County CoC,35-44,802
2020,CA-604,Kern County CoC,45-54,710
2020,CA-604,Kern County CoC,55-64,644
2020,CA-604,Kern County CoC,65+,194
2020,CA-604,Kern County CoC,Under 18,2015
2020,CA-513,"Kings, Tulare Counties CoC",18-24,298
2020,CA-513,"Kings, Tulare Counties CoC",25-34,596
2020,CA-513,"Kings, Tulare Counties CoC",35-44,637
2020,CA-513,"Kings, Tulare Counties CoC",45-54,487
2020,CA-513,"Kings, Tulare Counties CoC",55-64,359
2020,CA-513,"Kings, Tulare Counties CoC",65+,96
2020,CA-513,"Kings, Tulare Counties CoC",Under 18,956
2020,CA-529,Lake County CoC,18-24,16
2020,CA-529,Lake County CoC,25-34,31
2020,CA-529,Lake County CoC,35-44,32
2020,CA-529,Lake County CoC,45-54,22
2020,CA-529,Lake County CoC,55-64,43
2020,CA-529,Lake County CoC,65+,13
2020,CA-529,Lake County CoC,Under 18,38
2020,CA-606,Long Beach CoC (Los Angeles County),18-24,216
2020,CA-606,Long Beach CoC (Los Angeles County),25-34,525
2020,CA-606,Long Beach CoC (Los Angeles County),35-44,529
2020,CA-606,Long Beach CoC (Los Angeles County),45-54,640
2020,CA-606,Long Beach CoC (Los Angeles County),55-64,766
2020,CA-606,Long Beach CoC (Los Angeles County),65+,418
2020,CA-606,Long Beach CoC (Los Angeles County),Under 18,546
