calendar_year,location_id,location,age_group_public,experiencing_homelessness_cnt
2025,CA-517,Napa County CoC,Under 18,236
2025,CA-531,Nevada County CoC,18-24,72
2025,CA-531,Nevada County CoC,25-34,218
2025,CA-531,Nevada County CoC,35-44,253
2025,CA-531,Nevada County CoC,45-54,195
2025,CA-531,Nevada County CoC,55-64,190
2025,CA-531,Nevada County CoC,65+,125
2025,CA-531,Nevada County CoC,Under 18,216
2025,CA-602,Orange County CoC,18-24,1079
2025,CA-602,Orange County CoC,25-34,3003
2025,CA-602,Orange County CoC,35-44,3678
2025,CA-602,Orange County CoC,45-54,3008
2025,CA-602,Orange County CoC,55-64,2904
2025,CA-602,Orange County CoC,65+,1491
2025,CA-602,Orange County CoC,Under 18,2823
2025,CA-602,Orange County CoC,Unknown,1517
2025,CA-607,Pasadena CoC (Los Angeles County),18-24,107
2025,CA-607,Pasadena CoC (Los Angeles County),25-34,234
2025,CA-607,Pasadena CoC (Los Angeles County),35-44,263
2025,CA-607,Pasadena CoC (Los Angeles County),45-54,222
2025,CA-607,Pasadena CoC (Los Angeles County),55-64,222
2025,CA-607,Pasadena CoC (Los Angeles County),65+,135
2025,CA-607,Pasadena CoC (Los Angeles County),Under 18,230
2025,CA-607,Pasadena CoC (Los Angeles County),Unknown,59
2025,CA-515,Placer County CoC,18-24,266
2025,CA-515,Placer County CoC,25-34,516
2025,CA-515,Placer County CoC,35-44,628
2025,CA-515,Placer County CoC,45-54,514
2025,CA-515,Placer County CoC,55-64,446
2025,CA-515,Placer County CoC,65+,220
2025,CA-515,Placer County CoC,Under 18,345
2025,CA-608,Riverside County CoC,18-24,953
2025,CA-608,Riverside County CoC,25-34,2352
2025,CA-608,Riverside County CoC,35-44,2345
2025,CA-608,Riverside County CoC,45-54,1602
2025,CA-608,Riverside County CoC,55-64,1249
2025,CA-608,Riverside County CoC,65+,633
2025,CA-608,Riverside County CoC,Under 18,4521
2025,CA-608,Riverside County CoC,Unknown,18
2025,CA-503,Sacramento County CoC,18-24,1466
2025,CA-503,Sacramento County CoC,25-34,2352
2025,CA-503,Sacramento County CoC,35-44,2956
2025,CA-503,Sacramento County CoC,45-54,2249
2025,CA-503,Sacramento County CoC,55-64,2168
2025,CA-503,Sacramento County CoC,65+,1043
2025,CA-503,Sacramento County CoC,Under 18,4143
2025,CA-503,Sacramento County CoC,Unknown,15
2025,CA-609,San Bernardino County CoC,18-24,773
2025,CA-609,San Bernardino County CoC,25-34,1553
2025,CA-609,San Bernardino County CoC,35-44,1707
2025,CA-609,San Bernardino County CoC,45-54,1208
2025,CA-609,San Bernardino County CoC,55-64,1049
2025,CA-609,San Bernardino County CoC,65+,581
2025,CA-609,San Bernardino County CoC,Under 18,2967
2025,CA-609,San Bernardino County CoC,Unknown,11
2025,CA-601,San Diego County CoC,18-24,2055
2025,CA-601,San Diego County CoC,25-34,3940
2025,CA-601,San Diego County CoC,35-44,4876
2025,CA-601,San Diego County CoC,45-54,4003
2025,CA-601,San Diego County CoC,55-64,3848
2025,CA-601,San Diego County CoC,65+,2095
2025,CA-601,San Diego County CoC,Under 18,5774
2025,CA-601,San Diego County CoC,Unknown,113
2025,CA-501,San Francisco CoC,18-24,2421
2025,CA-501,San Francisco CoC,25-34,4523
2025,CA-501,San Francisco CoC,35-44,4735
2025,CA-501,San Francisco CoC,45-54,3009
2025,CA-501,San Francisco CoC,55-64,2155
2025,CA-501,San Francisco CoC,65+,1061
2025,CA-501,San Francisco CoC,Under 18,5016
2025,CA-501,San Francisco CoC,Unknown,27
2025,CA-511,San Joaquin County CoC,18-24,854
2025,CA-511,San Joaquin County CoC,25-34,1685
2025,CA-511,San Joaquin County CoC,35-44,1605
2025,CA-511,San Joaquin County CoC,45-54,922
2025,CA-511,San Joaquin County CoC,55-64,865
2025,CA-511,San Joaquin County CoC,65+,469
2025,CA-511,San Joaquin County CoC,Under 18,4485
2025,CA-511,San Joaquin County CoC,Unknown,19
2025,CA-614,San Luis Obispo County CoC,18-24,214
2025,CA-614,San Luis Obispo County CoC,25-34,549
2025,CA-614,San Luis Obispo County CoC,35-44,664
2025,CA-614,San Luis Obispo County CoC,45-54,522
2025,CA-614,San Luis Obispo County CoC,55-64,412
2025,CA-614,San Luis Obispo County CoC,65+,237
2025,CA-614,San Luis Obispo County CoC,Under 18,957
2025,CA-512,San Mateo County CoC,18-24,282
2025,CA-512,San Mateo County CoC,25-34,794
2025,CA-512,San Mateo County CoC,35-44,983
2025,CA-512,San Mateo County CoC,45-54,724
2025,CA-512,San Mateo County CoC,55-64,704
2025,CA-512,San Mateo County CoC,65+,438
2025,CA-512,San Mateo County CoC,Under 18,1154
2025,CA-512,San Mateo County CoC,Unknown,15
2025,CA-603,Santa Barbara County CoC,18-24,343
2025,CA-603,Santa Barbara County CoC,25-34,613
2025,CA-603,Santa Barbara County CoC,35-44,784
2025,CA-603,Santa Barbara County CoC,45-54,648
2025,CA-603,Santa Barbara County CoC,55-64,627
2025,CA-603,Santa Barbara County CoC,65+,401
2025,CA-603,Santa Barbara County CoC,Under 18,1052
2025,CA-603,Santa Barbara County CoC,Unknown,13
2025,CA-500,Santa Clara County CoC,18-24,1224
2025,CA-500,Santa Clara County CoC,25-34,2183
2025,CA-500,Santa Clara County CoC,35-44,2551
2025,CA-500,Santa Clara County CoC,45-54,1910
2025,CA-500,Santa Clara County CoC,55-64,1720
2025,CA-500,Santa Clara County CoC,65+,919
2025,CA-500,Santa Clara County CoC,Under 18,4313
2025,CA-508,Santa Cruz County CoC,18-24,191
2025,CA-508,Santa Cruz County CoC,25-34,270
2025,CA-508,Santa Cruz County CoC,35-44,394
2025,CA-508,Santa Cruz County CoC,45-54,282
2025,CA-508,Santa Cruz County CoC,55-64,296
2025,CA-508,Santa Cruz County CoC,65+,222
2025,CA-508,Santa Cruz County CoC,Under 18,621
2025,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,161
2025,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,301
2025,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,419
2025,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,324
2025,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,319
2025,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,199
2025,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,681
2025,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,15
2025,CA-518,Solano County CoC,18-24,255
2025,CA-518,Solano County CoC,25-34,735
2025,CA-518,Solano County CoC,35-44,793
2025,CA-518,Solano County CoC,45-54,589
2025,CA-518,Solano County CoC,55-64,572
2025,CA-518,Solano County CoC,65+,258
2025,CA-518,Solano County CoC,Under 18,234
2025,CA-504,Sonoma County CoC,18-24,254
2025,CA-504,Sonoma County CoC,25-34,552
2025,CA-504,Sonoma County CoC,35-44,756
2025,CA-504,Sonoma County CoC,45-54,636
2025,CA-504,Sonoma County CoC,55-64,667
2025,CA-504,Sonoma County CoC,65+,405
2025,CA-504,Sonoma County CoC,Under 18,799
2025,CA-510,Stanislaus County CoC,18-24,536
2025,CA-510,Stanislaus County CoC,25-34,971
2025,CA-510,Stanislaus County CoC,35-44,1072
2025,CA-510,Stanislaus County CoC,45-54,851
2025,CA-510,Stanislaus County CoC,55-64,813
2025,CA-510,Stanislaus County CoC,65+,372
2025,CA-510,Stanislaus County CoC,Under 18,1642
2025,CA-527,Tehama County CoC,18-24,42
2025,CA-527,Tehama County CoC,25-34,82
2025,CA-527,Tehama County CoC,35-44,119
2025,CA-527,Tehama County CoC,45-54,101
2025,CA-527,Tehama County CoC,55-64,95
2025,CA-527,Tehama County CoC,65+,46
2025,CA-527,Tehama County CoC,Under 18,89
2025,CA-527,Tehama County CoC,Unknown,16
2025,CA-611,Ventura County CoC,18-24,270
2025,CA-611,Ventura County CoC,25-34,383
2025,CA-611,Ventura County CoC,35-44,541
2025,CA-611,Ventura County CoC,45-54,497
2025,CA-611,Ventura County CoC,55-64,583
2025,CA-611,Ventura County CoC,65+,368
2025,CA-611,Ventura County CoC,Under 18,483
2025,CA-611,Ventura County CoC,Unknown,14
2025,CA-521,Yolo County CoC,18-24,102
2025,CA-521,Yolo County CoC,25-34,148
2025,CA-521,Yolo County CoC,35-44,211
2025,CA-521,Yolo County CoC,45-54,141
2025,CA-521,Yolo County CoC,55-64,146
2025,CA-521,Yolo County CoC,65+,74
2025,CA-521,Yolo County CoC,Under 18,312
2025,CA-524,"Yuba, Sutter Counties CoC",18-24,147
2025,CA-524,"Yuba, Sutter Counties CoC",25-34,353
2025,CA-524,"Yuba, Sutter Counties CoC",35-44,420
2025,CA-524,"Yuba, Sutter Counties CoC",45-54,312
2025,CA-524,"Yuba, Sutter Counties CoC",55-64,267
2025,CA-524,"Yuba, Sutter Counties CoC",65+,133
2025,CA-524,"Yuba, Sutter Counties CoC",Under 18,800
